issue_id,table_name,issue_type,field_name,detected_date,resolved_date,days_to_resolve,severity,resolved_flag,source_system
DQ898558,encounters,Late_Submission,patient_id,2025-04-17,2025-05-10,23,Critical,1,Clarity
DQ825196,patient_surveys,Referential_Integrity,age,2023-05-22,2023-06-11,20,Medium,1,Clarity
DQ812450,encounters,Out_of_Range,total_charges,2025-03-08,2025-03-10,2,Low,0,External_Feed
DQ167440,encounters,Out_of_Range,zip_code,2025-08-01,2025-08-23,22,Critical,1,Epic
DQ333038,quality_measures,Format_Error,patient_id,2025-02-04,2025-03-06,30,High,1,Clarity
DQ367474,lab_results,Late_Submission,total_charges,2024-05-07,2024-06-04,28,Low,1,Manual_Entry
DQ170001,quality_measures,Out_of_Range,total_charges,2024-05-04,2024-06-03,30,Critical,1,Epic
DQ884753,quality_measures,Referential_Integrity,age,2025-10-11,2025-10-30,19,Critical,1,Epic
DQ510985,quality_measures,Coding_Error,total_charges,2024-10-31,2024-11-12,12,Medium,0,Epic
DQ913396,encounters,Late_Submission,zip_code,2024-03-17,2024-04-09,23,Medium,1,Manual_Entry
DQ043941,patient_surveys,Late_Submission,age,2024-06-14,2024-07-01,17,High,1,Manual_Entry
DQ818421,lab_results,Referential_Integrity,age,2025-02-18,2025-03-16,26,Medium,1,External_Feed
DQ178300,lab_results,Missing_Value,total_charges,2025-03-10,2025-04-06,27,High,1,External_Feed
DQ990075,encounters,Duplicate_Record,encounter_date,2025-06-18,2025-07-18,30,Medium,1,External_Feed
DQ660802,quality_measures,Coding_Error,zip_code,2024-05-29,2024-06-22,24,Medium,1,Epic
DQ210013,patients,Referential_Integrity,age,2024-02-24,2024-02-29,5,Medium,1,Clarity
DQ756040,quality_measures,Out_of_Range,patient_id,2023-12-09,2023-12-21,12,High,1,Manual_Entry
DQ091452,patient_surveys,Out_of_Range,encounter_date,2025-02-26,2025-03-16,18,Medium,1,Epic
DQ360524,patient_surveys,Missing_Value,zip_code,2024-12-03,2024-12-30,27,Low,1,Clarity
DQ655057,patients,Coding_Error,encounter_date,2025-08-22,2025-09-11,20,Critical,1,Clarity
DQ951593,encounters,Format_Error,encounter_date,2023-05-11,2023-05-25,14,Medium,1,Clarity
DQ943189,lab_results,Missing_Value,age,2023-10-05,2023-10-28,23,High,1,External_Feed
DQ550763,patient_surveys,Duplicate_Record,icd10_code,2025-01-19,2025-01-31,12,Medium,1,Epic
DQ155933,encounters,Duplicate_Record,total_charges,2025-08-13,2025-09-04,22,Medium,1,Manual_Entry
DQ335170,quality_measures,Out_of_Range,icd10_code,2025-06-22,2025-07-16,24,Medium,1,External_Feed
DQ511328,lab_results,Missing_Value,icd10_code,2023-04-14,2023-05-06,22,Critical,1,Manual_Entry
DQ744445,patients,Missing_Value,patient_id,2024-02-07,2024-02-14,7,High,1,Manual_Entry
DQ515506,quality_measures,Out_of_Range,encounter_date,2025-04-08,2025-05-04,26,Medium,1,Clarity
DQ167017,quality_measures,Format_Error,icd10_code,2023-01-16,2023-02-05,20,Medium,1,Epic
DQ780906,encounters,Referential_Integrity,icd10_code,2023-07-11,2023-07-22,11,Medium,1,Epic
DQ286892,patients,Format_Error,icd10_code,2023-04-10,2023-04-24,14,High,1,Clarity
DQ261299,lab_results,Out_of_Range,icd10_code,2024-09-19,2024-09-22,3,Critical,1,Clarity
DQ228564,lab_results,Late_Submission,total_charges,2023-07-09,2023-07-26,17,Medium,1,Manual_Entry
DQ763174,encounters,Late_Submission,encounter_date,2025-11-24,2025-12-23,29,High,1,Manual_Entry
DQ642963,encounters,Out_of_Range,age,2024-09-22,2024-10-13,21,Critical,1,Epic
DQ086370,lab_results,Duplicate_Record,encounter_date,2023-08-24,2023-09-21,28,Medium,1,Manual_Entry
DQ155717,patient_surveys,Out_of_Range,age,2023-12-04,2023-12-07,3,Medium,1,Manual_Entry
DQ541760,quality_measures,Missing_Value,zip_code,2025-10-09,2025-10-14,5,High,1,Clarity
DQ041863,lab_results,Referential_Integrity,age,2025-02-27,2025-03-25,26,Critical,1,Manual_Entry
DQ396375,patient_surveys,Format_Error,age,2025-10-05,2025-10-20,15,Medium,0,Manual_Entry
DQ033610,lab_results,Format_Error,icd10_code,2023-07-17,2023-08-04,18,High,1,Clarity
DQ899789,patient_surveys,Coding_Error,patient_id,2025-06-25,2025-07-25,30,High,1,Clarity
DQ480951,patients,Missing_Value,patient_id,2025-12-15,2025-12-16,1,Low,1,Manual_Entry
DQ802115,patients,Missing_Value,performance_rate,2025-03-23,2025-04-22,30,High,1,Epic
DQ714575,lab_results,Duplicate_Record,total_charges,2025-01-04,2025-01-28,24,High,1,External_Feed
DQ252685,quality_measures,Duplicate_Record,encounter_date,2024-07-24,2024-08-23,30,Critical,1,External_Feed
DQ495156,patients,Coding_Error,patient_id,2024-01-02,2024-01-08,6,Low,1,Clarity
DQ734041,encounters,Referential_Integrity,icd10_code,2024-10-10,2024-10-28,18,Low,1,External_Feed
DQ767600,patients,Late_Submission,performance_rate,2025-06-07,2025-07-02,25,Low,1,Manual_Entry
DQ615564,encounters,Duplicate_Record,age,2023-02-23,2023-03-22,27,Low,1,External_Feed
DQ395164,patients,Late_Submission,zip_code,2023-03-20,2023-03-24,4,High,1,External_Feed
DQ569825,encounters,Coding_Error,encounter_date,2024-06-12,2024-06-26,14,Medium,1,Manual_Entry
DQ260155,quality_measures,Missing_Value,patient_id,2023-07-19,2023-08-11,23,Critical,1,External_Feed
DQ338607,quality_measures,Coding_Error,performance_rate,2024-04-12,2024-04-18,6,Medium,1,Manual_Entry
DQ473962,patient_surveys,Duplicate_Record,performance_rate,2023-06-06,2023-06-27,21,Critical,1,Clarity
DQ231430,patient_surveys,Coding_Error,age,2024-03-29,2024-04-11,13,Critical,1,Manual_Entry
DQ494460,quality_measures,Referential_Integrity,performance_rate,2024-10-18,2024-11-09,22,Critical,1,Epic
DQ938234,patient_surveys,Coding_Error,total_charges,2024-01-03,2024-01-23,20,High,1,External_Feed
DQ221432,lab_results,Format_Error,total_charges,2023-07-15,2023-08-08,24,Low,1,Epic
DQ303530,lab_results,Late_Submission,zip_code,2023-05-24,2023-06-03,10,Critical,1,Manual_Entry
DQ667360,encounters,Out_of_Range,age,2025-06-14,2025-07-02,18,Low,1,Clarity
DQ771805,quality_measures,Referential_Integrity,icd10_code,2025-10-25,2025-11-01,7,Low,1,Manual_Entry
DQ951389,lab_results,Duplicate_Record,encounter_date,2023-04-11,2023-04-18,7,Low,1,Clarity
DQ726985,patients,Coding_Error,icd10_code,2025-02-11,2025-02-16,5,Low,1,External_Feed
DQ469981,encounters,Coding_Error,age,2025-04-19,2025-05-19,30,Critical,1,Clarity
DQ024414,patients,Coding_Error,total_charges,2024-12-01,2024-12-02,1,Medium,1,External_Feed
DQ029294,patients,Duplicate_Record,age,2023-12-07,2023-12-21,14,High,1,Manual_Entry
DQ993957,quality_measures,Format_Error,age,2025-11-27,2025-12-21,24,Medium,0,Manual_Entry
DQ742155,quality_measures,Format_Error,performance_rate,2024-10-28,2024-11-23,26,Medium,1,Clarity
DQ792778,lab_results,Late_Submission,patient_id,2023-01-07,2023-01-14,7,Critical,1,Manual_Entry
DQ262834,quality_measures,Late_Submission,encounter_date,2024-03-20,2024-04-13,24,Low,0,Clarity
DQ788004,lab_results,Late_Submission,total_charges,2023-01-13,2023-01-21,8,Medium,1,Manual_Entry
DQ514543,patient_surveys,Format_Error,patient_id,2024-06-07,2024-06-20,13,High,1,External_Feed
DQ640034,lab_results,Missing_Value,performance_rate,2025-11-14,2025-12-14,30,High,1,External_Feed
DQ483291,patient_surveys,Missing_Value,age,2024-04-20,2024-05-12,22,Medium,1,External_Feed
DQ336530,encounters,Late_Submission,performance_rate,2025-10-13,2025-10-13,0,Critical,1,Clarity
DQ222352,lab_results,Coding_Error,icd10_code,2025-04-15,2025-04-19,4,Low,1,Clarity
DQ769893,encounters,Referential_Integrity,age,2025-05-09,2025-05-25,16,Critical,1,Manual_Entry
DQ035154,patients,Out_of_Range,performance_rate,2023-11-18,2023-11-24,6,Medium,1,Clarity
DQ110979,patient_surveys,Out_of_Range,performance_rate,2025-01-24,2025-01-29,5,High,1,Epic
DQ822853,patients,Late_Submission,zip_code,2023-04-14,2023-04-18,4,Critical,1,Epic
DQ194765,patient_surveys,Coding_Error,zip_code,2024-04-21,2024-05-21,30,Critical,0,Clarity
DQ344422,quality_measures,Late_Submission,performance_rate,2025-08-03,2025-08-29,26,Critical,0,Manual_Entry
DQ500029,patient_surveys,Format_Error,age,2025-10-31,2025-11-22,22,High,1,External_Feed
DQ014574,patient_surveys,Coding_Error,icd10_code,2023-02-24,2023-03-16,20,High,1,Clarity
DQ921054,patient_surveys,Referential_Integrity,icd10_code,2023-02-09,2023-02-10,1,Critical,0,Clarity
DQ928662,patient_surveys,Duplicate_Record,patient_id,2023-05-29,2023-06-01,3,Low,0,External_Feed
DQ183294,quality_measures,Duplicate_Record,zip_code,2024-01-20,2024-02-12,23,Low,1,Epic
DQ828250,encounters,Late_Submission,encounter_date,2024-07-07,2024-07-27,20,High,1,External_Feed
DQ489004,patients,Late_Submission,zip_code,2024-07-21,2024-08-13,23,Critical,1,Epic
DQ356605,quality_measures,Format_Error,encounter_date,2024-03-18,2024-04-09,22,Low,1,Clarity
DQ962524,patients,Format_Error,performance_rate,2023-10-26,2023-11-21,26,Medium,1,External_Feed
DQ168502,quality_measures,Duplicate_Record,patient_id,2023-10-29,2023-11-13,15,High,1,Clarity
DQ664683,quality_measures,Missing_Value,age,2025-10-24,2025-10-26,2,High,1,Manual_Entry
DQ582974,quality_measures,Out_of_Range,total_charges,2025-01-20,2025-01-28,8,Critical,1,Clarity
DQ600694,quality_measures,Duplicate_Record,total_charges,2024-11-11,2024-11-12,1,High,0,Manual_Entry
DQ040032,encounters,Referential_Integrity,performance_rate,2023-08-06,2023-09-02,27,Low,1,Clarity
DQ265537,patient_surveys,Out_of_Range,performance_rate,2024-06-19,2024-07-03,14,Medium,1,Epic
DQ540587,encounters,Coding_Error,performance_rate,2025-07-26,2025-07-30,4,Critical,1,Manual_Entry
DQ614579,quality_measures,Late_Submission,age,2025-01-10,2025-01-27,17,High,1,Epic
DQ920719,encounters,Coding_Error,zip_code,2023-12-08,2024-01-04,27,High,1,Clarity
DQ159596,patient_surveys,Missing_Value,icd10_code,2025-04-14,2025-05-01,17,Medium,1,External_Feed
DQ520082,patients,Coding_Error,total_charges,2023-12-08,2023-12-17,9,Medium,1,External_Feed
DQ023650,quality_measures,Missing_Value,zip_code,2025-05-12,2025-05-25,13,High,1,Clarity
DQ845145,encounters,Duplicate_Record,total_charges,2025-08-11,2025-08-21,10,Critical,0,Epic
DQ993810,encounters,Referential_Integrity,encounter_date,2023-08-27,2023-09-18,22,High,0,External_Feed
DQ522667,quality_measures,Out_of_Range,total_charges,2025-09-15,2025-10-01,16,Low,1,Clarity
DQ640932,patients,Coding_Error,icd10_code,2025-03-13,2025-03-30,17,High,0,Clarity
DQ370621,patients,Referential_Integrity,patient_id,2024-04-22,2024-04-23,1,Medium,0,External_Feed
DQ034651,quality_measures,Referential_Integrity,performance_rate,2023-11-23,2023-12-18,25,Low,1,Clarity
DQ046551,encounters,Referential_Integrity,performance_rate,2025-03-25,2025-04-14,20,Low,1,External_Feed
DQ916609,patient_surveys,Format_Error,performance_rate,2023-09-10,2023-09-25,15,High,1,Clarity
DQ060741,patients,Coding_Error,icd10_code,2023-12-15,2024-01-13,29,High,1,External_Feed
DQ851016,patients,Out_of_Range,icd10_code,2024-07-22,2024-08-21,30,Medium,1,Epic
DQ443903,patients,Late_Submission,total_charges,2023-10-09,2023-10-18,9,High,1,External_Feed
DQ026859,encounters,Coding_Error,total_charges,2023-08-12,2023-08-18,6,High,1,Clarity
DQ772318,encounters,Referential_Integrity,patient_id,2025-01-04,2025-01-24,20,High,1,Epic
DQ299426,encounters,Late_Submission,total_charges,2024-09-10,2024-10-02,22,Critical,1,Manual_Entry
DQ452564,lab_results,Out_of_Range,total_charges,2023-06-04,2023-06-29,25,Medium,1,Manual_Entry
DQ791021,lab_results,Late_Submission,performance_rate,2024-03-09,2024-03-09,0,Low,0,Manual_Entry
DQ557594,encounters,Out_of_Range,age,2024-06-12,2024-06-12,0,Low,0,Epic
DQ637833,encounters,Late_Submission,performance_rate,2024-07-04,2024-08-03,30,Critical,1,Clarity
DQ869969,lab_results,Missing_Value,age,2025-06-02,2025-06-19,17,Low,1,Epic
DQ337388,patient_surveys,Format_Error,total_charges,2023-06-01,2023-06-18,17,High,1,Epic
DQ030852,patient_surveys,Duplicate_Record,encounter_date,2024-09-16,2024-10-07,21,Medium,1,Manual_Entry
DQ906630,lab_results,Coding_Error,performance_rate,2025-05-28,2025-06-11,14,Critical,1,Epic
DQ674094,patients,Referential_Integrity,icd10_code,2025-12-25,2026-01-02,8,Medium,1,Manual_Entry
DQ999449,patients,Coding_Error,zip_code,2025-12-03,2025-12-19,16,Low,1,Clarity
DQ132579,quality_measures,Format_Error,total_charges,2025-08-25,2025-09-16,22,Critical,1,Manual_Entry
DQ451657,encounters,Late_Submission,performance_rate,2025-08-14,2025-09-12,29,High,1,Manual_Entry
DQ978504,encounters,Coding_Error,icd10_code,2023-09-05,2023-09-10,5,Low,1,External_Feed
DQ830818,lab_results,Late_Submission,total_charges,2025-07-01,2025-07-26,25,High,1,External_Feed
DQ764964,lab_results,Duplicate_Record,encounter_date,2024-05-17,2024-06-02,16,Medium,1,Epic
DQ438989,quality_measures,Format_Error,performance_rate,2024-06-18,2024-07-17,29,High,1,Clarity
DQ416779,patients,Coding_Error,patient_id,2025-08-31,2025-09-27,27,Critical,1,Manual_Entry
DQ483058,lab_results,Late_Submission,encounter_date,2023-03-21,2023-04-01,11,Low,0,Clarity
DQ611104,encounters,Missing_Value,patient_id,2023-08-17,2023-09-10,24,Low,1,Clarity
DQ721171,patient_surveys,Missing_Value,total_charges,2023-12-30,2024-01-18,19,Medium,1,External_Feed
DQ445075,quality_measures,Coding_Error,icd10_code,2024-03-03,2024-03-06,3,Low,1,External_Feed
DQ854521,encounters,Missing_Value,zip_code,2024-01-02,2024-01-26,24,Medium,1,Clarity
DQ747632,patients,Out_of_Range,patient_id,2024-12-24,2025-01-08,15,Low,1,External_Feed
DQ312994,encounters,Duplicate_Record,icd10_code,2025-06-18,2025-07-18,30,Medium,1,Clarity
DQ442726,patient_surveys,Format_Error,total_charges,2024-10-07,2024-10-11,4,Medium,1,Manual_Entry
DQ841615,patients,Coding_Error,icd10_code,2025-02-28,2025-03-25,25,Medium,1,External_Feed
DQ543981,patient_surveys,Referential_Integrity,total_charges,2025-10-14,2025-11-04,21,Medium,1,External_Feed
DQ801080,quality_measures,Out_of_Range,performance_rate,2023-08-31,2023-09-29,29,Critical,0,Manual_Entry
DQ662967,quality_measures,Duplicate_Record,total_charges,2023-05-19,2023-06-05,17,High,1,Epic
DQ724200,patient_surveys,Late_Submission,performance_rate,2023-07-02,2023-07-13,11,Low,1,Clarity
DQ545286,lab_results,Duplicate_Record,age,2023-07-03,2023-07-14,11,Critical,1,Epic
DQ298398,encounters,Missing_Value,icd10_code,2023-05-10,2023-06-04,25,Low,0,Clarity
DQ105363,quality_measures,Missing_Value,icd10_code,2023-08-31,2023-08-31,0,Critical,1,Manual_Entry
DQ822972,encounters,Referential_Integrity,encounter_date,2025-06-19,2025-07-01,12,High,1,Epic
DQ341716,patients,Referential_Integrity,zip_code,2024-11-13,2024-12-03,20,Low,1,Epic
DQ521319,encounters,Missing_Value,encounter_date,2024-03-22,2024-04-14,23,Medium,1,Clarity
DQ910036,lab_results,Coding_Error,age,2023-03-15,2023-03-31,16,Medium,1,Clarity
DQ080875,patient_surveys,Duplicate_Record,performance_rate,2025-03-28,2025-04-13,16,Critical,1,Clarity
DQ209033,encounters,Duplicate_Record,age,2024-06-26,2024-07-14,18,Low,1,Epic
DQ679335,lab_results,Format_Error,patient_id,2025-11-15,2025-12-06,21,Medium,1,Manual_Entry
DQ910062,quality_measures,Missing_Value,performance_rate,2025-03-30,2025-04-27,28,Low,1,Epic
DQ942163,quality_measures,Late_Submission,age,2024-01-19,2024-01-22,3,Medium,1,External_Feed
DQ498241,quality_measures,Format_Error,zip_code,2025-08-13,2025-08-31,18,Medium,0,External_Feed
DQ521150,lab_results,Late_Submission,patient_id,2024-01-29,2024-02-21,23,High,1,Manual_Entry
DQ901163,encounters,Duplicate_Record,age,2024-07-23,2024-08-15,23,Critical,1,Epic
DQ513578,quality_measures,Missing_Value,age,2023-12-05,2023-12-16,11,Low,1,Manual_Entry
DQ890444,encounters,Missing_Value,icd10_code,2023-03-19,2023-04-09,21,Low,1,Epic
DQ353436,patient_surveys,Format_Error,icd10_code,2025-03-13,2025-03-28,15,Critical,1,Epic
DQ619541,lab_results,Missing_Value,performance_rate,2023-08-16,2023-09-11,26,Medium,1,Clarity
DQ912526,quality_measures,Format_Error,encounter_date,2025-03-09,2025-03-21,12,Low,0,Clarity
DQ910607,quality_measures,Out_of_Range,age,2025-08-15,2025-08-27,12,Low,1,Epic
DQ475429,lab_results,Duplicate_Record,zip_code,2024-07-21,2024-08-07,17,Medium,0,Clarity
DQ892481,encounters,Coding_Error,total_charges,2024-04-02,2024-05-01,29,Critical,1,Epic
DQ325067,patients,Coding_Error,performance_rate,2023-12-08,2023-12-17,9,High,0,External_Feed
DQ097453,patients,Coding_Error,age,2023-01-07,2023-01-24,17,High,1,Manual_Entry
DQ608651,patients,Late_Submission,encounter_date,2025-10-18,2025-11-04,17,Low,1,Epic
DQ654264,lab_results,Duplicate_Record,patient_id,2025-10-02,2025-10-14,12,Critical,1,Epic
DQ470024,patients,Out_of_Range,patient_id,2023-10-22,2023-11-18,27,Low,1,Clarity
DQ679760,patients,Late_Submission,patient_id,2023-07-06,2023-08-01,26,Low,1,External_Feed
DQ252191,lab_results,Missing_Value,total_charges,2023-08-07,2023-08-14,7,High,1,External_Feed
DQ617507,patients,Out_of_Range,icd10_code,2023-05-05,2023-05-14,9,High,1,External_Feed
DQ093665,lab_results,Format_Error,encounter_date,2025-05-07,2025-05-24,17,Critical,1,External_Feed
DQ061152,patient_surveys,Duplicate_Record,total_charges,2025-10-03,2025-10-11,8,Low,1,Epic
DQ551534,patient_surveys,Coding_Error,age,2024-09-30,2024-09-30,0,Low,0,External_Feed
DQ076412,encounters,Referential_Integrity,icd10_code,2025-06-30,2025-07-28,28,Low,1,Epic
DQ819448,lab_results,Out_of_Range,total_charges,2024-12-27,2025-01-23,27,High,0,External_Feed
DQ725187,patients,Out_of_Range,encounter_date,2024-08-01,2024-08-03,2,Medium,0,External_Feed
DQ020938,patient_surveys,Missing_Value,icd10_code,2024-05-05,2024-05-12,7,Critical,1,Epic
DQ083559,encounters,Out_of_Range,age,2025-11-25,2025-11-26,1,Critical,1,Manual_Entry
DQ446434,encounters,Referential_Integrity,performance_rate,2024-12-03,2024-12-11,8,Critical,1,Epic
DQ859430,quality_measures,Coding_Error,encounter_date,2024-09-18,2024-10-10,22,Low,0,Manual_Entry
DQ058793,lab_results,Duplicate_Record,patient_id,2023-05-27,2023-05-29,2,High,1,Clarity
DQ979585,lab_results,Out_of_Range,age,2023-08-12,2023-08-22,10,Critical,1,Clarity
DQ208252,lab_results,Duplicate_Record,icd10_code,2023-01-17,2023-01-20,3,Critical,1,External_Feed
DQ413269,patients,Format_Error,performance_rate,2023-05-14,2023-05-16,2,Low,1,Manual_Entry
DQ279102,encounters,Coding_Error,age,2025-07-25,2025-08-15,21,High,1,External_Feed
DQ196901,patient_surveys,Referential_Integrity,performance_rate,2024-11-21,2024-12-07,16,Medium,1,Clarity
DQ725929,patients,Coding_Error,total_charges,2024-10-14,2024-10-19,5,High,1,External_Feed
DQ660038,patient_surveys,Format_Error,patient_id,2024-04-16,2024-05-15,29,Critical,1,External_Feed
DQ757293,patients,Coding_Error,patient_id,2025-01-03,2025-01-20,17,Medium,0,Clarity
DQ986354,encounters,Out_of_Range,patient_id,2024-03-23,2024-03-28,5,Low,1,Epic
DQ866886,patient_surveys,Coding_Error,age,2025-07-11,2025-08-08,28,Low,1,Manual_Entry
DQ418473,patients,Coding_Error,encounter_date,2024-11-01,2024-11-27,26,Medium,1,Clarity
DQ861029,encounters,Format_Error,encounter_date,2023-11-25,2023-11-25,0,Critical,1,External_Feed
DQ546808,quality_measures,Late_Submission,encounter_date,2023-06-18,2023-07-02,14,High,1,Clarity
DQ399282,patients,Duplicate_Record,encounter_date,2023-03-01,2023-03-12,11,Critical,1,External_Feed
DQ605856,lab_results,Format_Error,zip_code,2025-08-19,2025-08-28,9,Medium,1,Clarity
DQ257901,encounters,Coding_Error,total_charges,2024-05-26,2024-06-15,20,High,1,Manual_Entry
DQ621463,patient_surveys,Format_Error,age,2023-08-14,2023-08-19,5,High,1,External_Feed
DQ882657,lab_results,Referential_Integrity,icd10_code,2025-10-11,2025-10-13,2,Medium,1,Clarity
DQ405372,encounters,Format_Error,icd10_code,2025-10-18,2025-11-05,18,High,0,Manual_Entry
DQ028550,quality_measures,Out_of_Range,icd10_code,2024-11-30,2024-12-12,12,Critical,1,Clarity
DQ155798,patients,Out_of_Range,age,2024-06-29,2024-07-23,24,Critical,1,External_Feed
DQ355384,encounters,Late_Submission,performance_rate,2024-11-17,2024-12-08,21,Low,1,Epic
DQ082142,quality_measures,Out_of_Range,encounter_date,2023-05-13,2023-06-10,28,Medium,1,Clarity
DQ784293,encounters,Missing_Value,icd10_code,2025-11-02,2025-11-27,25,Medium,1,External_Feed
DQ960302,patient_surveys,Out_of_Range,performance_rate,2023-11-19,2023-11-28,9,Critical,1,Manual_Entry
DQ080282,encounters,Format_Error,encounter_date,2025-07-21,2025-07-26,5,High,0,External_Feed
DQ445683,lab_results,Late_Submission,zip_code,2025-05-11,2025-05-15,4,Low,1,External_Feed
DQ958921,lab_results,Out_of_Range,zip_code,2025-10-13,2025-10-31,18,High,1,Clarity
DQ074044,encounters,Late_Submission,encounter_date,2024-04-04,2024-04-06,2,High,1,Epic
DQ783048,patients,Out_of_Range,patient_id,2024-08-06,2024-08-11,5,High,1,Epic
DQ458816,quality_measures,Format_Error,encounter_date,2025-11-01,2025-11-01,0,Low,0,Epic
DQ401735,patients,Duplicate_Record,performance_rate,2025-02-24,2025-03-08,12,Critical,1,External_Feed
DQ823675,lab_results,Duplicate_Record,patient_id,2025-05-19,2025-06-05,17,Low,1,Epic
DQ863057,patient_surveys,Format_Error,total_charges,2023-01-06,2023-01-30,24,Low,1,Manual_Entry
DQ361089,patient_surveys,Out_of_Range,zip_code,2025-11-20,2025-12-06,16,Medium,1,Epic
DQ141631,lab_results,Coding_Error,zip_code,2024-09-03,2024-10-03,30,Medium,1,Clarity
DQ554680,patient_surveys,Coding_Error,age,2023-02-12,2023-02-22,10,High,1,External_Feed
DQ559921,patient_surveys,Format_Error,patient_id,2024-01-20,2024-02-05,16,Critical,1,Epic
DQ399243,quality_measures,Late_Submission,icd10_code,2025-11-12,2025-12-09,27,Low,1,Clarity
DQ499825,encounters,Out_of_Range,encounter_date,2023-04-18,2023-04-28,10,Medium,1,Epic
DQ494392,lab_results,Format_Error,icd10_code,2024-11-26,2024-12-14,18,Medium,1,Manual_Entry
DQ284747,quality_measures,Referential_Integrity,age,2025-03-09,2025-04-07,29,Low,1,Manual_Entry
DQ385437,lab_results,Late_Submission,patient_id,2025-08-27,2025-08-28,1,Medium,1,External_Feed
DQ417599,quality_measures,Referential_Integrity,age,2023-11-02,2023-11-30,28,High,1,Manual_Entry
DQ403390,lab_results,Coding_Error,encounter_date,2025-11-12,2025-11-27,15,Low,1,External_Feed
DQ606746,lab_results,Coding_Error,performance_rate,2023-05-02,2023-05-25,23,High,1,Manual_Entry
DQ153273,encounters,Out_of_Range,performance_rate,2024-10-23,2024-10-29,6,Critical,1,Clarity
DQ017018,quality_measures,Format_Error,total_charges,2024-04-16,2024-04-26,10,High,1,Epic
DQ591031,lab_results,Format_Error,performance_rate,2024-09-06,2024-09-23,17,Low,1,Clarity
DQ372457,encounters,Format_Error,age,2025-12-10,2026-01-04,25,Critical,1,Epic
DQ949607,lab_results,Missing_Value,age,2025-09-17,2025-09-18,1,High,1,External_Feed
DQ323313,patients,Late_Submission,age,2025-08-06,2025-08-09,3,Low,1,Epic
DQ837172,quality_measures,Late_Submission,patient_id,2023-10-05,2023-10-15,10,Medium,1,External_Feed
DQ247902,lab_results,Coding_Error,total_charges,2025-07-22,2025-07-31,9,Critical,1,Manual_Entry
DQ203350,lab_results,Missing_Value,performance_rate,2023-08-13,2023-08-30,17,Medium,1,Manual_Entry
DQ929532,patient_surveys,Format_Error,icd10_code,2023-04-23,2023-05-14,21,High,1,Manual_Entry
DQ251702,quality_measures,Late_Submission,zip_code,2023-07-31,2023-08-16,16,High,1,Clarity
DQ975964,patients,Missing_Value,icd10_code,2025-01-01,2025-01-25,24,High,1,External_Feed
DQ324248,patient_surveys,Missing_Value,performance_rate,2024-05-13,2024-06-09,27,Medium,1,Epic
DQ729874,patient_surveys,Out_of_Range,age,2025-09-06,2025-10-03,27,Low,1,Manual_Entry
DQ811775,patient_surveys,Referential_Integrity,total_charges,2024-07-06,2024-08-02,27,Low,1,Epic
DQ222490,encounters,Format_Error,total_charges,2024-05-23,2024-05-23,0,Medium,1,Clarity
DQ352561,patient_surveys,Coding_Error,total_charges,2023-01-18,2023-01-25,7,Medium,1,External_Feed
DQ021077,encounters,Duplicate_Record,zip_code,2024-08-15,2024-08-18,3,High,1,Epic
DQ312624,encounters,Duplicate_Record,age,2024-09-05,2024-09-12,7,Low,1,External_Feed
DQ684649,quality_measures,Duplicate_Record,performance_rate,2024-12-10,2024-12-30,20,Critical,1,Clarity
DQ218153,encounters,Late_Submission,zip_code,2024-12-15,2024-12-24,9,Medium,1,Clarity
DQ506695,patient_surveys,Coding_Error,age,2024-08-01,2024-08-31,30,Critical,1,Manual_Entry
DQ782417,quality_measures,Duplicate_Record,total_charges,2024-11-17,2024-11-24,7,High,1,External_Feed
DQ230335,patients,Out_of_Range,icd10_code,2023-03-31,2023-04-11,11,Medium,1,Clarity
DQ073999,lab_results,Format_Error,icd10_code,2025-10-17,2025-10-29,12,High,1,Manual_Entry
DQ135715,patient_surveys,Format_Error,performance_rate,2023-04-25,2023-05-11,16,High,1,External_Feed
DQ049328,encounters,Late_Submission,performance_rate,2024-02-27,2024-03-09,11,Low,1,Manual_Entry
DQ541962,patient_surveys,Duplicate_Record,age,2024-12-27,2025-01-06,10,Critical,1,Epic
DQ021262,quality_measures,Missing_Value,total_charges,2025-02-07,2025-02-11,4,Critical,1,Manual_Entry
DQ702337,encounters,Duplicate_Record,age,2025-07-24,2025-07-28,4,Low,1,Epic
DQ376340,encounters,Referential_Integrity,patient_id,2023-10-29,2023-11-26,28,Critical,0,Epic
DQ980074,encounters,Format_Error,age,2025-04-26,2025-05-25,29,High,1,External_Feed
DQ515707,quality_measures,Missing_Value,total_charges,2025-11-05,2025-11-09,4,Low,1,Epic
DQ480604,quality_measures,Coding_Error,encounter_date,2023-05-14,2023-06-10,27,Low,1,Clarity
DQ032156,encounters,Missing_Value,zip_code,2024-05-13,2024-06-04,22,Critical,1,Epic
DQ100169,patient_surveys,Duplicate_Record,zip_code,2025-04-05,2025-04-05,0,High,1,Manual_Entry
DQ156287,patient_surveys,Referential_Integrity,icd10_code,2024-12-06,2024-12-18,12,Critical,1,External_Feed
DQ779550,lab_results,Out_of_Range,zip_code,2025-07-28,2025-08-03,6,Critical,1,External_Feed
DQ059011,patients,Referential_Integrity,zip_code,2025-11-17,2025-12-06,19,High,1,Epic
DQ091730,patient_surveys,Format_Error,icd10_code,2024-05-24,2024-06-19,26,Medium,1,Clarity
DQ535618,encounters,Format_Error,performance_rate,2023-07-04,2023-07-15,11,Critical,1,Clarity
